im_name,gt_name
images/01_dr.jpg,OD_hfr/01_dr.png
images/01_g.jpg,OD_hfr/01_g.png
images/01_h.jpg,OD_hfr/01_h.png
images/02_g.jpg,OD_hfr/02_g.png
images/02_h.jpg,OD_hfr/02_h.png
images/03_g.jpg,OD_hfr/03_g.png
images/03_h.jpg,OD_hfr/03_h.png
images/04_dr.jpg,OD_hfr/04_dr.png
images/04_g.jpg,OD_hfr/04_g.png
images/04_h.jpg,OD_hfr/04_h.png
images/05_g.jpg,OD_hfr/05_g.png
images/05_h.jpg,OD_hfr/05_h.png
images/06_g.jpg,OD_hfr/06_g.png
images/06_h.jpg,OD_hfr/06_h.png
images/07_dr.jpg,OD_hfr/07_dr.png
images/07_g.jpg,OD_hfr/07_g.png
images/07_h.jpg,OD_hfr/07_h.png
images/08_dr.jpg,OD_hfr/08_dr.png
images/09_dr.jpg,OD_hfr/09_dr.png
images/09_h.jpg,OD_hfr/09_h.png
images/10_dr.jpg,OD_hfr/10_dr.png
images/10_g.jpg,OD_hfr/10_g.png
images/10_h.jpg,OD_hfr/10_h.png
images/11_dr.jpg,OD_hfr/11_dr.png
images/11_g.jpg,OD_hfr/11_g.png
images/11_h.jpg,OD_hfr/11_h.png
images/12_dr.jpg,OD_hfr/12_dr.png
images/12_g.jpg,OD_hfr/12_g.png
images/12_h.jpg,OD_hfr/12_h.png
images/13_g.jpg,OD_hfr/13_g.png
images/13_h.jpg,OD_hfr/13_h.png
images/14_dr.jpg,OD_hfr/14_dr.png
images/14_g.jpg,OD_hfr/14_g.png
images/14_h.jpg,OD_hfr/14_h.png
images/15_dr.jpg,OD_hfr/15_dr.png
images/15_g.jpg,OD_hfr/15_g.png
