im_name,gt_name
images/Image_01L.jpg,label1/Image_01L_1stHO.png
images/Image_01R.jpg,label1/Image_01R_1stHO.png
images/Image_02L.jpg,label1/Image_02L_1stHO.png
images/Image_02R.jpg,label1/Image_02R_1stHO.png
images/Image_03L.jpg,label1/Image_03L_1stHO.png
images/Image_03R.jpg,label1/Image_03R_1stHO.png
images/Image_04L.jpg,label1/Image_04L_1stHO.png
images/Image_04R.jpg,label1/Image_04R_1stHO.png
images/Image_05L.jpg,label1/Image_05L_1stHO.png
images/Image_05R.jpg,label1/Image_05R_1stHO.png
images/Image_06L.jpg,label1/Image_06L_1stHO.png
images/Image_06R.jpg,label1/Image_06R_1stHO.png
images/Image_07L.jpg,label1/Image_07L_1stHO.png
images/Image_07R.jpg,label1/Image_07R_1stHO.png
images/Image_11L.jpg,label1/Image_11L_1stHO.png
images/Image_12L.jpg,label1/Image_12L_1stHO.png
images/Image_12R.jpg,label1/Image_12R_1stHO.png
images/Image_13L.jpg,label1/Image_13L_1stHO.png
images/Image_13R.jpg,label1/Image_13R_1stHO.png
images/Image_14L.jpg,label1/Image_14L_1stHO.png
images/Image_14R.jpg,label1/Image_14R_1stHO.png
