im_name,gt_name
images/Image_01L.jpg,label1/Image_01L_1stHO.png
images/Image_01R.jpg,label1/Image_01R_1stHO.png
images/Image_02L.jpg,label1/Image_02L_1stHO.png
images/Image_02R.jpg,label1/Image_02R_1stHO.png
images/Image_03L.jpg,label1/Image_03L_1stHO.png
images/Image_03R.jpg,label1/Image_03R_1stHO.png
images/Image_04R.jpg,label1/Image_04R_1stHO.png
images/Image_08L.jpg,label1/Image_08L_1stHO.png
images/Image_08R.jpg,label1/Image_08R_1stHO.png
images/Image_09L.jpg,label1/Image_09L_1stHO.png
images/Image_09R.jpg,label1/Image_09R_1stHO.png
images/Image_10L.jpg,label1/Image_10L_1stHO.png
images/Image_10R.jpg,label1/Image_10R_1stHO.png
images/Image_11L.jpg,label1/Image_11L_1stHO.png
images/Image_11R.jpg,label1/Image_11R_1stHO.png
images/Image_12L.jpg,label1/Image_12L_1stHO.png
images/Image_12R.jpg,label1/Image_12R_1stHO.png
images/Image_13L.jpg,label1/Image_13L_1stHO.png
images/Image_13R.jpg,label1/Image_13R_1stHO.png
images/Image_14L.jpg,label1/Image_14L_1stHO.png
images/Image_14R.jpg,label1/Image_14R_1stHO.png
